element	occurrence frequency
fast and easy short answer grading	1
modeling sentiment association	1
improved decipherment	1
substring alignment	1
a flexible example annotation schema	1
fbk-uedin participation	1
graph-based semi-supervised learning algorithms	1
automatic identification and production	1
sentiment analysis and lexical cohesion	1
two-step translation	1
weakly supervised slot tagging	1
evolution and evaluation	1
multilingual inflection	1
bidirectional statistical machine translation	1
improving ud processing	1
learning a deep hybrid model	1
adaptive instance transfer and augmentation	1
model adaptation	1
a language-independent transliteration schema	1
scoring lexical entailment	1
recent activities within the european language resources association	1
semi-supervised acoustic and language model training	1
sequence prediction	1
language acquisition	1
benchmarks and models	1
modeling language evolution	1
a linguistically grounded graph model	1
neural feature extraction	1
supertag based pre-ordering	1
procedural text understanding	1
entity resolution and location disambiguation	1
monolingual and bilingual concept visualization	1
parameter sharing methods	1
course concept extraction	1
speech communication	1
task refinement learning	1
a learner corpus-based approach	1
news-oriented keyword indexing	1
polysemy and lexical organization	1
language determination	1
semantic mirroring and spectral graph partitioning	1
noisy word boundary detection	1
non-contextual techniques	1
hierarchical maximum pattern matching	1
discriminant ranking	1
an all-subtrees approach	1
dynamic knowledge-base alignment	1
conceptual change and distributional semantic models	1
weakly-supervised concept-based adversarial learning	1
tajik-farsi persian transliteration	1
randomized local search	1
automatic term recognition and feature extraction	1
inductive text classification	1
token-level sequence labeling	1
fast joint compression and summarization	1
hybrid multilingual parsing	1
enriching automated essay scoring	1
french coordination	1
bibi system description	1
multi-domain learning and generalization	1
corpus lexicography meets natural language processing	1
low-resource post processing	1
a semantic-head-driven generation algorithm	1
maximum expected f-measure training	1
hybrid emoji-based masked language models	1
aspect level sentiment classification	1
pairwise relation classification	1
unsupervised text recap extraction	1
ambiguity-aware ensemble training	1
a corpus-centered approach	1
ellipsis and quantification	1
transformational grammar and transformational parsing	1
dependency order templates	1
combining active learning and partial annotation	1
presupposition and entailment	1
a structure-sharing representation	1
methods and evaluation	1
facilitating ocr postediting	1
compact and robust models	1
orthographic and morphological processing	1
task-specific attention	1
speed reading	1
computational description	1
context-based automated scoring	1
automated text summarization	1
a modified joint source-channel model	1
approaching	1
lexical characteristics analysis	1
a graph-based bilingual corpus selection approach	1
combining distant and direct supervision	1
multi-granular sequence encoding	1
ccg parsing	1
cross-domain dialogue act classification	1
a transfer model	1
little supervision	1
extending neural question answering	1
adapting general discourse coreference resolution	1
a class-based probabilistic approach	1
graph-based event extraction	1
low resource sequence tagging	1
editing	1
a definite clause version	1
the multimodal data collection	1
a local detection approach	1
toward a new methodology	1
acceptance testing	1
automatic corpora construction	1
a twin-candidate based approach	1
limited distant supervision	1
morphological rule induction	1
sentence and expression level annotation	1
integer linear programming and support vector regression	1
factored phrase-based statistical machine translation	1
geographical visualization	1
analyzing analytical methods	1
multi-modal sensing and analysis	1
a new two-layer approach	1
iterative language model adaptation	1
text segmentation and graph-based method	1
modeling pronunciation variation	1
supervised text-based geolocation	1
glue rules	1
validation and regression testing	1
approximate generation	1
scalable decipherment	1
bilingual topic models	1
dependency-based text compression	1
automatic error analysis	1
computational linguistics and mathematical logic	1
minimally supervised discrimination	1
pos tagging and parsing techniques	1
tabular models	1
the context of discourse inference	1
earlier identification	1
latent semantic analysis models	1
zero subject detection	1
biomedical event annotation	1
clause-based discourse segmentation	1
parallel segment detection helps machine translation	1
novel reordering approaches	1
embedding transfer	1
modelling the organization and processing	1
prior versus contextual emotion	1
feature-rich two-stage logistic regression	1
harnessing nlp techniques	1
guided learning	1
woz and dialog simulation techniques	1
image-mediated learning	1
expanding the language model	1
improving the estimation	1
adapting wikification	1
collective entity disambiguation	1
spelling-checking	1
before name-calling	1
less forgetting	1
continuous-output language models	1
japanese-english machine translation	1
robust temporal processing	1
learning semantic-level information extraction rules	1
unsupervised context-sensitive spelling correction	1
metaphor interpretation	1
deeper machine translation and evaluation	1
task-oriented query reformulation	1
maxent models	1
key event detection	1
plan recognition	1
syntax-semantics mapping	1
efficiently parsing	1
an effective attention-based recurrent neural network model	1
distributional composition	1
diachronic word embedding models	1
non-linear learning	1
learning description	1
formally syntax-based translation	1
post-processing	1
user models	1
post-editing	1
