element	occurrence frequency
clinical concept recognition	1
pivoting methods and data	1
vietnamese parsing	1
the right reason	1
enhancing scientific reproducibility and reducing healthcare inequities	1
pre-annotation	1
agglutinative language translation	1
drunk-texting	1
assessing dementia	1
timely updated twitter trending topics	1
contradiction pattern pairs	1
complex semantics	1
biomedical verbs:	1
finding every medical terms	1
extracting parallel data	1
language model-based sentence retrieval	1
digitizing printed dictionaries	1
twitter pos tagging	1
optimizing features	1
automatic question identification	1
generating more diverse and interesting texts	1
cognate recognition	1
translation hypergraphs and lattices	1
nasal assimilation	1
low resource dependency parsing	1
osact shared task	1
pp-attachment resolution and np analysis	1
question relevancy ranking	1
discriminative information extraction	1
the biomedical wmt 2018 task	1
discourse planning	1
sv000gg at semeval-2016 task 11	1
professional machine translation post-editing	1
visualizing trends	1
matching text sequences	1
the x-factor	1
mitre at semeval-2019 task 5	1
the building educational applications 2019 shared task	1
tha3aroon at nsurl-2019 task 8	1
chinese language processing and studying	1
resolving language and vision ambiguities together	1
action detection	1
word vector specialization	1
high confidence relation extraction	1
unsupervised hypernymy detection	1
named entity recognition model across domains	1
learning orthographic features	1
evaluating the importance	1
robust speech recognition (????????????????????)	1
japanese morphological analyzer	1
youtube	1
query refinement	1
pos-tagging and chunking	1
thought-evoking multi-party dialogues	1
semantic sub-network extraction	1
extractive and abstractive multi-document summarization	1
domain-specific use	1
the weakest supervision	1
clustering hungarian verbs	1
word sense disambiguation and induction	1
exploring textual and speech information	1
hashtag segmentation	1
a multimodal conversational system	1
build a large-scale japanese ontology	1
parsing and sentence prediction	1
the limited-domain medical spoken language translator medslt	1
leveraging lexical resources and constraint grammar	1
simplicity and scalability	1
interpreting spoken route descriptions	1
confidence	1
exploring and learning suicidal ideation connotations	1
expanding parallel resources	1
explainable knowledge base completion	1
twitter (hateval)	1
cold-start recommendation	1
syntax based statistical mt	1
predict the purpose	1
off-the-shelf speech recognizers across diverse dialogue domains	1
collective resource production	1
trimming cfg parse trees	1
reasoning over paragraphs	1
non-human primates	1
long state dependence	1
complex question answering	1
multi-class text classification improvement	1
explanation	1
hierarchical topic models	1
vocal activity detection	1
extracting semantic clusters	1
biased language correction	1
constructing sentiment corpus	1
sentiment classification and quantification	1
introducing hypertags!	1
word-formation within the framework of a generative grammar	1
legal document summarization	1
the mit atis system	1
coherent video paragraph captioning	1
word order and segmentation	1
edit rate computation	1
informative tweet identification	1
combining compositionality and pagerank	1
the semantic annotation of portuguese corpora	1
creating parallel corpora and machine translation services	1
spoken dialogue design	1
variation sets	1
improved sentence representations	1
studying argumentative writing	1
solving simple word problems	1
finding clauses	1
indonesian-korean statistical machine translation	1
learning latent local conversation modes	1
learning relational representations	1
answering well-defined questions	1
similarity and relatedness	1
predicting and characterising user impact	1
inducing sentence structure	1
building a user-generated content north-african arabizi treebank	1
a teaching context	1
english statistical machine translation	1
linguistic annotation error analysis	1
exploiting ontology lexica	1
epidemic surveillance	1
weighted tree automata over extremal semifields	1
gurmukhi transliteration	1
modelling communicative behaviours perceived	1
connective disambiguation	1
assisted living	1
adapting translation models	1
the road	1
patents and papers	1
cross-lingual information extraction	1
english-japanese machine translation	1
exploring individual differences	1
interface the semantic web	1
information assurance	1
evaluating narratives	1
large-scale natural language data	1
detecting semantic coercion	1
mapping synonymy between languages	1
identifying english and hungarian light verb constructions	1
chinese polysemy	1
multiple context-free grammars	1
evaluating semantic relatedness	1
translation and simplification	1
mitigating kl vanishing	1
on-demand knowledge integration	1
story comprehension	1
hierarchical phrase-based decoding	1
limsi-cot at semeval-2017 task 12	1
multilingual neural ner	1
introducing nieuw	1
information status	1
building japanese textual entailment specialized data sets	1
complex argumentative structures	1
satellite broadcasting	1
a short conversation	1
the semantic textual similarity semeval-2015 task 2	1
lexicographic tasks	1
cost-based abduction	1
measuring risk and information preservation	1
quality-driven machine translation	1
estimating pos annotation consistency	1
preposition selection and error detection	1
parsing screenplays	1
complex objects	1
sentential amr	1
fips at the parseme shared task	1
fast twitter sentiment analysis	1
speech synthesis and speech conversion evaluation	1
real-time clinical decision support	1
inspecting and evaluating metric scores of machine translation output	1
building a sentiment corpus	1
computer-assisted dialect adaption	1
generating concise explanations	1
annotation schemes and their influence	1
novel domains	1
solving addition-subtraction word problems	1
amr generation	1
online river information tailoring	1
existing typologies	1
evaluating message understanding systems	1
generating patterns	1
boosting the coverage	1
the kyoto ontology	1
low-resource neural semantic parsing	1
statistical headline generation	1
semantic presupposition	1
noise-contrastive estimation	1
handling out-of-grammar commands	1
nouns and proper names	1
biomedical named-entity recognition	1
africa	1
japanese lvcsr	1
extracting events	1
practical neural machine translation	1
mainiwayai at ijcnlp-2017 task 2	1
senseval-2 japanese translation task	1
english-arabic semantic resource construction	1
improve dynamic help generation	1
grammatical knowledge acquisition	1
generate culturally contextualized machine translation	1
a discourse-level problem	1
processing social media english text	1
russian hate speech detection	1
literature based discovery	1
label confusion-aware event detection	1
the epigenetics and post-translational modifications (epi) task	1
cross-lingual abstractive summarization	1
a metric of domain similarity	1
stock price	1
evaluate rationalized nlp models	1
smt domain adaptation	1
linguistic inference	1
a computational resource	1
the textual entailment task	1
the wmt19 quality estimation shared task	1
constructing thai opinion mining resource	1
predicting programming comments	1
crowdsourcing discourse interpretations	1
analyzing the effects	1
query containment	1
refining the notions	1
investigating the potential	1
